1, 0.000000
2, 0.000000
3, 0.000000
4, 0.000000
5, 0.000000
6, 0.000000
7, 0.000000
8, 0.000000
9, 0.000000
10, 0.000000
11, 0.000000
12, 0.001000
13, 0.000000
14, 0.000000
15, 0.001000
16, 0.001000
17, 0.001000
18, 0.000000
19, 0.000000
20, 0.001000
21, 0.001000
22, 0.001000
23, 0.001000
24, 0.000000
25, 0.000000
26, 0.000000
27, 0.000000
28, 0.000000
29, 0.000000
30, 0.000000
31, 0.000000
32, 0.000000
33, 0.001000
34, 0.000000
35, 0.001000
36, 0.001000
37, 0.000000
38, 0.000000
39, 0.001000
40, 0.000000
41, 0.001000
42, 0.000000
43, 0.000000
44, 0.000000
45, 0.001000
46, 0.001000
47, 0.001000
48, 0.001000
49, 0.001000
50, 0.002000
51, 0.001000
52, 0.002000
53, 0.002000
54, 0.001000
55, 0.001000
56, 0.001000
57, 0.001000
58, 0.001000
59, 0.001000
60, 0.001000
61, 0.001000
62, 0.000000
63, 0.001000
64, 0.000000
65, 0.001000
66, 0.000000
67, 0.001000
68, 0.000000
69, 0.001000
70, 0.001000
71, 0.001000
72, 0.000000
73, 0.001000
74, 0.001000
75, 0.001000
76, 0.001000
77, 0.001000
78, 0.001000
79, 0.001000
80, 0.001000
81, 0.001000
82, 0.001000
83, 0.001000
84, 0.001000
85, 0.001000
86, 0.001000
87, 0.001000
88, 0.001000
89, 0.001000
90, 0.002000
91, 0.001000
92, 0.002000
93, 0.001000
94, 0.001000
95, 0.002000
96, 0.001000
97, 0.002000
98, 0.002000
99, 0.002000
100, 0.002000
101, 0.003000
102, 0.002000
103, 0.002000
104, 0.002000
105, 0.002000
106, 0.002000
107, 0.002000
108, 0.002000
109, 0.003000
110, 0.002000
111, 0.003000
112, 0.002000
113, 0.003000
114, 0.003000
115, 0.003000
116, 0.003000
117, 0.003000
118, 0.003000
119, 0.004000
120, 0.003000
121, 0.004000
122, 0.003000
123, 0.004000
124, 0.005000
125, 0.004000
126, 0.004000
127, 0.004000
128, 0.004000
129, 0.004000
130, 0.004000
131, 0.004000
132, 0.005000
133, 0.004000
134, 0.005000
135, 0.006000
136, 0.005000
137, 0.005000
138, 0.005000
139, 0.005000
140, 0.006000
141, 0.005000
142, 0.006000
143, 0.006000
144, 0.006000
145, 0.005000
146, 0.005000
147, 0.006000
148, 0.008000
149, 0.007000
150, 0.006000
151, 0.007000
152, 0.007000
153, 0.006000
154, 0.009000
155, 0.008000
156, 0.008000
157, 0.008000
158, 0.007000
159, 0.007000
160, 0.007000
161, 0.008000
162, 0.008000
163, 0.008000
164, 0.008000
165, 0.009000
166, 0.008000
167, 0.009000
168, 0.012000
169, 0.009000
170, 0.010000
171, 0.012000
172, 0.010000
173, 0.010000
174, 0.012000
175, 0.012000
176, 0.011000
177, 0.013000
178, 0.011000
179, 0.011000
180, 0.011000
181, 0.013000
182, 0.013000
183, 0.012000
184, 0.015000
185, 0.014000
186, 0.016000
187, 0.014000
188, 0.013000
189, 0.013000
190, 0.013000
191, 0.016000
192, 0.014000
193, 0.015000
194, 0.016000
195, 0.016000
196, 0.014000
197, 0.016000
198, 0.017000
199, 0.016000
200, 0.017000
201, 0.018000
202, 0.017000
203, 0.016000
204, 0.017000
205, 0.018000
206, 0.021000
207, 0.020000
208, 0.019000
209, 0.020000
210, 0.019000
211, 0.022000
212, 0.022000
213, 0.020000
214, 0.020000
215, 0.020000
216, 0.020000
217, 0.021000
218, 0.022000
219, 0.024000
220, 0.026000
221, 0.034000
222, 0.027000
223, 0.023000
224, 0.026000
225, 0.030000
226, 0.024000
227, 0.028000
228, 0.028000
229, 0.028000
230, 0.027000
231, 0.026000
232, 0.029000
233, 0.027000
234, 0.027000
235, 0.027000
236, 0.028000
237, 0.031000
238, 0.032000
239, 0.033000
240, 0.033000
241, 0.034000
242, 0.036000
243, 0.031000
244, 0.031000
245, 0.034000
246, 0.032000
247, 0.036000
248, 0.038000
249, 0.039000
250, 0.034000
251, 0.035000
252, 0.036000
253, 0.037000
254, 0.042000
255, 0.037000
256, 0.038000
257, 0.045000
258, 0.041000
259, 0.038000
260, 0.044000
261, 0.043000
262, 0.041000
263, 0.045000
264, 0.045000
265, 0.043000
266, 0.049000
267, 0.047000
268, 0.046000
269, 0.046000
270, 0.048000
271, 0.048000
272, 0.051000
273, 0.052000
274, 0.052000
275, 0.047000
276, 0.054000
277, 0.052000
278, 0.052000
279, 0.055000
280, 0.052000
281, 0.057000
282, 0.057000
283, 0.058000
284, 0.056000
285, 0.061000
286, 0.056000
287, 0.059000
288, 0.060000
289, 0.060000
290, 0.061000
291, 0.061000
292, 0.064000
293, 0.063000
294, 0.063000
295, 0.066000
296, 0.065000
297, 0.066000
298, 0.069000
299, 0.073000
300, 0.077000
301, 0.075000
302, 0.078000
303, 0.075000
304, 0.073000
305, 0.074000
306, 0.079000
307, 0.077000
308, 0.081000
309, 0.079000
310, 0.075000
311, 0.075000
312, 0.075000
313, 0.079000
314, 0.081000
315, 0.079000
316, 0.076000
317, 0.076000
318, 0.076000
319, 0.077000
320, 0.084000
321, 0.079000
322, 0.079000
323, 0.080000
324, 0.081000
325, 0.085000
326, 0.090000
327, 0.098000
328, 0.095000
329, 0.095000
330, 0.090000
331, 0.095000
332, 0.091000
333, 0.089000
334, 0.096000
335, 0.094000
336, 0.100000
337, 0.098000
338, 0.094000
339, 0.095000
340, 0.097000
341, 0.103000
342, 0.100000
343, 0.103000
344, 0.104000
345, 0.101000
346, 0.110000
347, 0.113000
348, 0.108000
349, 0.112000
350, 0.107000
351, 0.106000
352, 0.115000
353, 0.115000
354, 0.109000
355, 0.115000
356, 0.114000
357, 0.111000
358, 0.112000
359, 0.113000
360, 0.114000
361, 0.118000
362, 0.125000
363, 0.129000
364, 0.136000
365, 0.119000
366, 0.120000
367, 0.121000
368, 0.126000
369, 0.125000
370, 0.150000
371, 0.146000
372, 0.133000
373, 0.127000
374, 0.131000
375, 0.130000
376, 0.132000
377, 0.131000
378, 0.132000
379, 0.162000
380, 0.137000
381, 0.137000
382, 0.142000
383, 0.139000
384, 0.140000
385, 0.141000
386, 0.151000
387, 0.151000
388, 0.151000
389, 0.149000
390, 0.145000
391, 0.150000
392, 0.153000
393, 0.154000
394, 0.162000
395, 0.155000
396, 0.152000
397, 0.153000
398, 0.155000
399, 0.163000
400, 0.192000
401, 0.192000
402, 0.160000
403, 0.161000
404, 0.163000
405, 0.173000
406, 0.171000
407, 0.166000
408, 0.203000
409, 0.177000
410, 0.183000
411, 0.180000
412, 0.183000
413, 0.181000
414, 0.176000
415, 0.180000
416, 0.185000
417, 0.180000
418, 0.185000
419, 0.189000
420, 0.184000
421, 0.198000
422, 0.193000
423, 0.190000
424, 0.193000
425, 0.192000
426, 0.199000
427, 0.203000
428, 0.199000
429, 0.200000
430, 0.198000
431, 0.210000
432, 0.208000
433, 0.204000
434, 0.209000
435, 0.206000
436, 0.247000
437, 0.217000
438, 0.233000
439, 0.215000
440, 0.226000
441, 0.218000
442, 0.222000
443, 0.218000
444, 0.219000
445, 0.233000
446, 0.222000
447, 0.228000
448, 0.225000
449, 0.235000
450, 0.238000
451, 0.236000
452, 0.234000
453, 0.246000
454, 0.238000
455, 0.240000
456, 0.244000
457, 0.246000
458, 0.252000
459, 0.258000
460, 0.244000
461, 0.258000
462, 0.250000
463, 0.258000
464, 0.252000
465, 0.262000
466, 0.257000
467, 0.258000
468, 0.265000
469, 0.269000
470, 0.269000
471, 0.272000
472, 0.265000
473, 0.286000
474, 0.271000
475, 0.272000
476, 0.290000
477, 0.281000
478, 0.283000
479, 0.287000
480, 0.295000
481, 0.287000
482, 0.289000
483, 0.300000
484, 0.293000
485, 0.293000
486, 0.299000
487, 0.306000
488, 0.298000
489, 0.300000
490, 0.319000
491, 0.309000
492, 0.307000
493, 0.322000
494, 0.317000
495, 0.316000
496, 0.324000
497, 0.319000
498, 0.326000
499, 0.334000
500, 0.325000
